index,latitude,longitude,Temp_pre_30,Temp_pre_15,Temp_pre_7,Wind_pre_30,Wind_pre_15,Wind_pre_7,Hum_pre_30,Hum_pre_15,Hum_pre_7,Prec_pre_30,Prec_pre_15,Prec_pre_7,remoteness,catastrophic,month_sin,month_cos,Vegetation_0,Vegetation_4,Vegetation_9,Vegetation_12,Vegetation_14,Vegetation_15,Vegetation_16,Vegetation
3340,45.2922,-107.1748,10.20125786,9.181208054,8.108695652,3.980293501,3.695973154,3.4644927539999997,50.65254237,52.20068027,45.83333333,9.1,7.1,0.5,0.3642828286843542,0,-0.8660254037844386,0.5000000000000001,False,False,True,False,False,False,False,9
3341,40.84944,-79.46889,10.90874882,9.452919021,8.606361828999999,2.321981132,2.371186441,2.2316103380000003,63.09621353,60.22864019,59.04494382,0.0,0.0,0.0,0.108494421521583,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3342,32.7133,-88.7614,9.576487524,11.47158879,14.0254717,3.4078694819999997,3.037943925,3.260377358,70.35362319,71.42045455,62.37735849,270.0,145.0,1.6,0.1963834593362305,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
3344,45.2714,-107.6865,21.45997089,20.18318318,21.22875817,3.699126638,3.640540541,3.594771242,40.713246000000005,39.17417417,42.75816993,3.0,0.5,0.5,0.3692922409755661,0,-0.8660254037844384,-0.5000000000000004,False,False,True,False,False,False,False,9
3345,48.17616139,-94.50756812,18.4507722,18.27540361,19.26175869,2.87410628,2.92340628,2.4875,72.39238498,73.66014418,72.15720524,0.0,0.0,0.0,0.2427005887080324,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,True,False,15
3346,28.28667,-80.81583002,25.10445931,25.46811594,26.1950495,5.714715719,5.76252588,3.988118812,69.11417817,71.34074074,74.56593407,125.8,119.6,15.5,0.128410286346742,1,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
3347,33.8128,-87.2947,26.70669145,27.24910026,29.50982659,2.582089552,2.481958763,2.677325581,68.20973783,64.56735751,59.75581395,48.7,10.9,0.0,0.1822801896386774,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,True,16
3348,43.371358,-90.864385,20.43644148,19.75283401,20.82418605,1.927942584,1.6022357719999998,1.527230047,76.28283797,74.63136456,72.17924528,93.8,6.1,0.0,0.2101391511427215,0,-0.4999999999999998,-0.8660254037844388,False,False,True,False,False,False,False,9
3349,36.33133,-78.91024,22.67319347,20.95327103,23.51209677,1.337995338,1.470373832,1.042943548,65.93493493,68.63570691,66.23593074,0.0,0.0,0.0,0.105834135863289,0,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,0
3350,37.054865,-120.735165,15.46979434,15.1873057,13.76030928,1.786375321,1.421761658,1.276804124,55.83762887,48.049222799999995,51.55154639,2.8,0.0,0.0,0.5033384537949199,0,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,0
3351,43.34972002,-101.9057,23.32027972,25.64187328,26.27011494,4.219440559,4.252341598,4.282183908,56.07386364,51.29916898,55.37209302,3.9,1.8,1.0,0.3138679296483246,1,-0.4999999999999998,-0.8660254037844388,False,False,True,False,False,False,False,9
3352,45.74666667,-114.8166667,16.4850214,17.96203966,19.06097561,0.376462197,0.402549575,0.43902439,70.09415121,69.59206799,63.69512195,0.0,0.0,0.0,0.439845083966377,1,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,True,False,15
3353,32.283611,-102.773611,14.65768695,16.66101852,17.94166667,5.385322805,4.816944444,4.18015873,31.90153275,36.73888889,26.73809524,14.7,14.7,0.0,0.3280173825763843,0,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
3354,33.55336,-86.42087,8.923611111,8.640555556,8.495833333,2.9023611110000003,2.629166667,3.413690476,73.4,71.05307263,75.59523809999999,144.0,13.0,13.0,0.1745353932024409,0,-2.4492935982947064e-16,1.0,False,False,False,False,False,False,True,16
3355,33.55,-79.86667,6.334907889,7.873015873,11.35080645,1.852419741,1.959392789,1.896551724,63.37865572,59.80261833,61.03695652,0.0,0.0,0.0,0.1159928207200489,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3356,38.67519,-92.05646,24.14511873,22.60051546,22.51832461,2.303693931,2.054123711,1.730890052,69.33101529999999,71.03932584,70.08383234,1.1,1.1,0.8,0.2230761807703767,0,-0.8660254037844384,-0.5000000000000004,True,False,False,False,False,False,False,0
3357,47.9728,-118.2228,5.234699104,6.811675127000001,8.216239316000001,4.624919923,4.363898305,4.274786325,65.57689725,60.03242321,49.41452991,8.2,0.8,0.0,0.4737642689471026,1,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3358,46.1805,-93.7586,5.456338027999999,9.556818182,12.15662651,3.24915493,3.131534091,2.6849397589999997,58.42773723,55.78005865,51.84810127,22.5,9.2,2.8,0.2361212972302149,0,0.49999999999999994,-0.8660254037844387,False,False,True,False,False,False,False,9
3359,18.401484,-66.956703,23.33603896,23.59344262,23.72340426,5.855121951,5.21875,5.0164285710000005,68.3762215,69.37623762,71.06474820000001,0.0,0.0,0.0,0.019269010468162,0,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
3360,35.745,-75.8617,11.11291667,12.42888889,14.16011905,6.148627451,6.101568627000001,6.366386555,71.05788423,66.58299595,72.15789474,106.8,39.6,13.2,0.0795596463278149,0,1.0,6.123233995736766e-17,False,False,False,False,False,True,False,15
3361,30.68833333,-88.99416667,13.71102873,12.89913793,12.88317308,3.642632067,4.498491379,5.1745192310000006,70.74163783,67.20454545,67.90404040000001,145.3,8.7,1.6,0.2000051146540082,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
3362,37.65773507,-81.23907113,12.17248062,11.47286822,11.152,3.355555556,3.435019455,3.3408,57.13742072,63.26359833,70.71551724,122.7,107.4,72.6,0.1256519417318859,0,0.8660254037844387,-0.49999999999999983,True,False,False,False,False,False,False,0
3363,33.28037809,-81.95985859999999,12.39142723,14.63619403,14.45290581,2.28940179,2.37238806,2.869338677,69.78062678,63.91271057,58.46610169,0.0,0.0,0.0,0.1347103877830808,0,1.0,6.123233995736766e-17,False,False,False,False,False,False,True,16
3364,30.71,-81.93,21.39976019,22.42618454,22.01459459,3.015347722,2.573316708,2.7329729730000003,73.9703504,74.16253444,74.88068182,6.9,1.0,0.0,0.1363174456945584,1,0.49999999999999994,-0.8660254037844387,False,False,False,True,False,False,False,12
3366,47.8725,-95.0108,0.413255269,2.563791469,6.763286003999999,3.833114754,4.0210426539999995,4.111967546,70.81347149999999,65.71984805,60.7484787,0.0,0.0,0.0,0.2474509648284391,0,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,True,False,15
3367,47.3057,-93.450874,5.302259887,6.664788732000001,5.843373494,3.209887006,3.4439436619999997,2.874698795,60.55021216,55.94632768,50.75903614,0.0,0.0,0.0,0.233019059169951,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3368,44.13531,-69.10589002,2.633144476,2.670122526,3.674180328,3.2879074160000004,3.1675777569999997,3.18954918,59.11620217,53.06314797,52.77663934,6.1,0.0,0.0,0.0179353383893712,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3369,33.07020001,-94.12708,27.52851459,24.558867000000003,23.82738095,2.773288591,3.0017543860000004,3.392857143,57.51714678,65.61357702,48.88095238,26.9,26.9,0.0,0.2456154962083876,0,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,True,16
3370,28.2811,-82.3617,24.1574344,25.30088496,26.0304878,3.606772009,3.695945946,3.2262711860000004,65.98518519,68.02,69.88118812,49.3,49.3,46.0,0.1421396296873975,1,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
3371,26.32,-81.38,20.38664987,20.97429306,22.33695652,2.2295958280000003,1.789037433,0.8909090909999999,67.9,66.14782609,67.28712871,43.0,21.4,19.6,0.1351638015106269,1,0.49999999999999994,-0.8660254037844387,False,False,False,True,False,False,False,12
3372,34.916340999999996,-100.27977,17.11461245,15.11265207,14.43953488,3.807261146,4.306585366,4.4703488369999995,51.73818646,53.5245098,42.28488372,48.5,48.5,0.0,0.302372742760145,1,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,True,16
3373,37.8075,-79.8392,0.413649025,-0.063888889,1.297619048,6.5597493039999994,6.700555556,7.438095238,62.2971246,61.20900322,59.33116883,0.0,0.0,0.0,0.1131956478236244,0,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,0
3374,33.9028,-80.7019,14.45454545,11.75471698,7.793103447999999,3.27459893,3.817924528,3.817241379,64.59289617,52.09433962,39.27586207,0.0,0.0,0.0,0.1231344689934161,0,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,True,16
3375,45.26167,-96.44028,1.7583333330000002,2.3574074069999997,4.150793651,4.363611111,4.696759258999999,5.108730158999999,64.98796296,64.66944444,58.90277778,0.0,0.0,0.0,0.2614224756402488,1,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,9
3376,39.84805555,-121.9469444,33.0,33.0,33.0,3.1,3.1,3.1,30.0,30.0,30.0,0.0,0.0,0.0,0.5143696758924843,0,-0.8660254037844384,-0.5000000000000004,True,False,False,False,False,False,False,0
3377,38.51666667,-120.2766667,8.597815534,10.7815,9.256043956,4.35,4.053999999999999,4.69010989,45.20375335,44.95135135,48.89411765,0.0,0.0,0.0,0.497875979472455,1,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,0
3378,40.42068685,-107.7517255,9.86778043,8.194004796,8.8375,2.0550119330000003,2.301678657,1.4494791669999998,48.66064982,43.40767386,45.5,3.6,0.6,0.0,0.3716298569617731,1,-0.8660254037844386,0.5000000000000001,False,False,False,False,True,False,False,14
3379,31.42173348,-90.31850153,12.87065369,11.85793872,13.625,1.961057024,1.948467967,1.636904762,72.67642957,70.06442577,67.25301205,0.0,0.0,0.0,0.2115769347353384,1,-2.4492935982947064e-16,1.0,False,False,False,True,False,False,False,12
3380,34.450559999999996,-103.94855,25.05494505,27.30241935,27.8828125,6.997802198,6.53266129,5.6859375,22.82781457,25.96341463,19.31746032,0.3,0.3,0.0,0.3378653963907316,0,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,True,16
3381,31.2067,-82.0175,13.33841146,14.30634518,14.75611111,3.679427083,3.884010152,2.82,67.46042216,70.12694301,70.69942197,0.0,0.0,0.0,0.1367156671546929,1,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
3382,36.150929,-120.372515,27.86749654,26.80773481,26.9295858,2.875071225,2.922413793,2.6903614460000003,42.78917379,44.08333333,42.56626506,0.0,0.0,0.0,0.5001395708830103,1,-0.8660254037844384,-0.5000000000000004,True,False,False,False,False,False,False,0
3383,34.06,-108.375,27.025,27.025,27.025,9.6,9.6,9.6,34.75,34.75,34.75,0.0,0.0,0.0,0.3812094449416989,1,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,True,16
3384,46.50916667,-97.28111111,19.03736572,18.00092851,17.94621514,4.022699673,3.72367688,4.540836653,70.50855188,65.16428571,83.57142857,0.0,0.0,0.0,0.2690303266289584,1,-1.0,-1.8369701987210297e-16,False,False,False,False,False,True,False,15
3385,33.517365999999996,-96.161098,28.98309859,27.54304636,28.66533066,2.469208879,1.446783626,1.007142857,54.2464428,58.96345029,53.1031746,0.0,0.0,0.0,0.2643294638742248,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,True,16
3386,48.843,-100.0264,-4.262123386,-0.7362857140000001,-1.190384615,5.037138728,4.802005731,5.203021978,75.94362745,76.61930783,77.90780142,2.1,2.1,0.3,0.2946119432711793,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3387,18.305115,-67.23026999999999,24.55888651,24.5,24.64423077,3.714008621,4.028699552,4.4288461539999995,78.26464208,77.26576577,78.79807692,0.0,0.0,0.0,0.0216756065061347,0,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
3388,45.15056,-117.71028,18.63779528,22.10009268,23.79761905,2.88545623,2.483781279,2.155555556,44.90458546,39.03058387,37.01587302,44.5,0.0,0.0,0.4691872100844088,0,-0.4999999999999998,-0.8660254037844388,False,False,True,False,False,False,False,9
3389,41.54645,-111.84239,23.57012987,22.5848564,21.75806452,2.642727273,2.41618799,2.541935484,47.79973822,50.87862797,58.08241758,17.6,12.0,11.5,0.4115022835198503,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,True,False,15
3390,35.6928,-94.6878,1.7122905030000002,1.7122905030000002,1.7122905030000002,1.461452514,1.461452514,1.461452514,71.66043614,71.66043614,71.66043614,0.0,0.0,0.0,0.2491517989488547,1,0.49999999999999994,0.8660254037844387,False,False,False,False,False,True,False,15
3391,37.681944,-97.960278,8.102149437000001,8.131568627,6.938888888999999,4.793961105,5.330196078,5.749603175,69.59240246,69.78346457,72.50199203,57.3,50.9,47.5,0.2787625776391067,1,0.8660254037844387,-0.49999999999999983,True,False,False,False,False,False,False,0
3392,30.8714,-88.5964,6.18754717,6.18754717,6.18754717,3.832061069,3.832061069,3.832061069,65.42788462,65.42788462,65.42788462,78.2,0.0,0.0,0.1962326231050877,0,0.49999999999999994,0.8660254037844387,False,False,False,True,False,False,False,12
3393,33.35850408,-82.62275322,7.442937325,10.45930776,10.20159681,2.0698316180000003,2.147801684,2.426147705,63.05866377,62.78004073,56.114,0.0,0.0,0.0,0.1405586325060868,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3394,33.58822471,-82.41990786,25.36849442,27.88372093,28.26587302,1.363475836,1.149302326,1.248611111,61.51486989,60.32372093,55.31944444,0.0,0.0,0.0,0.1385956189074619,0,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,True,16
3395,44.36366865,-90.02753361,3.899158485,5.241176471,5.89760479,3.806543385,4.052285714,3.1420731710000003,61.96296296,62.58857143,67.56097561,0.0,0.0,0.0,0.2021387884431098,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3396,32.68277778,-116.6341667,17.97722096,17.90604027,18.10900474,2.161503417,1.961297539,1.913270142,74.18671249,76.30995475,76.45971564,2.1,1.5,0.6,0.4643734137809869,1,-0.4999999999999998,-0.8660254037844388,False,False,False,True,False,False,False,12
3397,29.09,-82.61,24.40255639,24.17540453,23.95098039,1.492609351,1.722727273,1.355921053,70.15686275,71.61688312,69.64473684,0.0,0.0,0.0,0.1436692558564603,0,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
3398,34.33623035,-84.86607682,5.7949685529999995,6.996244131,12.05858586,1.394234801,1.272535211,1.393939394,71.25140292,63.71634615,60.85789474,77.0,3.0,0.0,0.1599947455946417,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3399,34.189309,-87.907359,20.2695962,16.04368932,15.19642857,1.658313539,1.746359223,1.208928571,63.59036145,62.89130435,59.5297619,37.1,22.1,0.0,0.1875999357412181,0,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3400,41.8237049,-93.430271,2.401135289,5.197707736,2.630021142,3.89692526,3.782425979,4.319450317,77.90381558,75.54741379,80.15942029,0.0,0.0,0.0,0.2344194791270089,0,1.0,6.123233995736766e-17,False,False,False,False,False,True,False,15
3401,33.83170209,-83.17232805,18.27155779,18.67212766,18.4079646,2.014328961,2.323554604,2.305333333,68.26207605,65.16989247,69.25333333,88.4,44.6,30.4,0.1451446104773963,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,False,True,16
3402,44.98583333,-116.6011111,16.35310734,17.75988701,16.07272727,2.9619999999999997,2.899090909,3.04,51.60626398,54.32272727,57.16190476,0.0,0.0,0.0,0.4580096560127344,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,True,False,15
3403,25.56,-80.34,21.67860395,21.65483871,21.09558824,4.587253414,5.225806452,6.344117647000001,75.06511628,73.31921824,73.30147059,0.0,0.0,0.0,0.1266709411336837,1,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
3404,43.36679,-89.68366,4.105683419,3.949859155,5.2536,4.069516205,3.901690141,3.4852,59.77219352,53.10704225,43.784,43.4,6.9,0.0,0.1993004940937475,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,9
3405,37.418026,-99.474991,3.3453714289999996,6.150684932000001,6.867630058,6.098628571,5.670776256,5.726589595,65.29255989999999,63.31969309,56.53179191,38.0,22.0,5.0,0.2932560376428927,1,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,0
3406,31.91079,-92.71646,17.45328185,14.6739388,15.70717131,1.777509653,1.695952616,1.601195219,73.73385301,73.71363116,75.54725275,8.4,5.9,0.0,0.2333345120968468,0,-0.5000000000000004,0.8660254037844384,False,False,False,True,False,False,False,12
3407,41.7892725,-72.2284642,22.02301587,24.80879397,24.33428571,2.339229025,2.281407035,2.297142857,67.51422071,61.90656566,53.17142857,68.1,23.9,0.0,0.0452817848063611,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,True,False,15
3408,44.32,-85.37,19.46666667,20.60180879,19.36684492,2.315931373,2.134108527,2.652941176,65.54545455,63.05699482,63.81182796,37.9,25.4,25.4,0.159809312068504,0,1.2246467991473532e-16,-1.0,False,False,False,False,False,True,False,15
3409,37.6367,-84.0428,14.50938303,13.2872679,15.31686047,2.956756757,3.076392573,2.520348837,61.57795699,56.63829787,53.28488372,51.4,5.9,1.5,0.1506580528776049,1,0.8660254037844387,-0.49999999999999983,True,False,False,False,False,False,False,0
3410,33.6797,-89.1867,27.52433936,27.86944444,28.125,1.6262569830000002,1.561559889,1.868452381,66.61678322,61.15320334,61.8452381,68.9,0.0,0.0,0.1996052887756012,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,True,16
3411,34.85087993,-85.05377157,6.159815005,3.085421412,2.638383838,2.4008221990000003,2.8584282460000003,3.432323232,70.99217221,68.54919054,73.18722467,0.0,0.0,0.0,0.1613548837780185,0,-2.4492935982947064e-16,1.0,False,False,False,False,False,False,True,16
3412,42.11382,-115.82899,17.44869048,19.34173442,22.42485207,4.054166667,4.475609756,4.14556213,48.33333333,40.6779661,39.35365854,15.4,0.6,0.0,0.4511582664544153,1,1.2246467991473532e-16,-1.0,False,False,True,False,False,False,False,9
3413,35.2983,-77.9183,14.36375,14.62085308,15.10185185,2.5925,2.5945497630000003,2.6268518519999997,67.95994994,70.22802850000001,72.80092593,27.4,19.5,2.0,0.0977522658921195,0,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,True,False,15
3414,36.35,-80.75,15.07541899,15.28212291,14.72619048,2.50790378,2.69389313,2.446341463,46.51890034,50.41221374,37.58536585,0.0,0.0,0.0,0.1220443706481131,0,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,0
3415,31.5675,-84.7782,24.95622318,27.30143678,28.08527607,3.439111748,3.468965517,3.334355828,63.28591954,62.81609195,60.71165644,0.0,0.0,0.0,0.1611293460691421,0,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
3416,26.1254,-97.41666667,15.10714286,15.43575419,15.34131737,5.020285714,5.607821229,5.513772455,69.96701649,64.90828402,65.66451613,8.8,6.7,0.3,0.2820870243187579,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
3417,37.40255556,-80.34175,6.26056338,6.7059942910000006,2.488421053,2.90342723,2.770313987,2.466526316,68.19162046,70.33943834,72.96240602,0.0,0.0,0.0,0.1178469698507826,0,0.8660254037844387,-0.49999999999999983,True,False,False,False,False,False,False,0
3418,42.1959,-78.6782,4.664425428,5.655282818,2.900406504,3.343887531,3.5406616860000004,3.022764228,63.06444683,61.91489362,69.26751592,0.0,0.0,0.0,0.1010100751867888,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,9
3420,47.9875,-98.8962,1.418132612,5.141666667,8.094674556000001,5.953585927000001,4.7755555560000005,4.009467456,75.90284006,72.08645533,70.69512195,8.4,0.0,0.0,0.2840073092576987,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3421,36.32547002,-102.408,15.89502762,19.18684864,22.77325581,5.461546961,4.629280397,3.993604651,53.93226177,42.70528967,33.40116279,25.9,5.6,0.0,0.3218846204321755,1,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,0
3422,39.360933,-121.541383,5.760210526,7.0322381929999995,6.329615385,2.228105263,1.917453799,1.718461538,68.94759825,68.35135135,70.67953668,1.0,0.0,0.0,0.5104270382779952,1,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False,False,0
3423,37.389662,-89.662373,2.165180467,1.181908549,6.633649289,4.621041445,4.436182903,4.191469194,72.12917115,75.22954092,75.57142857,26.9,16.5,0.0,0.2017133331766198,0,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,0
3424,31.6353,-82.1364,20.47228916,21.87793427,20.42574257,4.007710843,4.2417840380000005,4.401980198,55.12983425,56.57458564,46.94680851,8.7,4.6,0.0,0.1374524970304611,1,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
3425,33.13936092,-88.66032205,8.941754917,8.033033032999999,11.25816993,3.205824508,3.34024024,3.77745098,73.43351268,74.36308623,73.16118421,21.1,21.1,0.0,0.1951644181154426,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3426,32.22591,-98.95335,17.51354167,18.39468303,18.92600897,4.248958333,3.994274029,4.365695067,64.36358921,66.475,59.23394495,45.2,0.0,0.0,0.2915752026328384,0,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
3427,43.67782679,-92.32715377,8.087866109,5.902234637,5.25,4.664435146000001,5.93547486,6.41402439,70.61093248,73.30536913,77.04964539,0.0,0.0,0.0,0.2235360423213874,1,-0.5000000000000004,0.8660254037844384,False,False,True,False,False,False,False,9
3428,43.05736006,-76.04604714,1.981084489,3.444700461,3.267782427,3.690290038,3.634562212,3.634309623,70.60498688,69.07951807,67.32888889,84.7,54.7,28.5,0.0777206924637263,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,9
3429,35.38172,-93.38593,28.15738916,30.52425876,31.10289017,0.683743842,0.7086253370000001,0.470520231,66.4729064,60.53908356,57.23121387,12.2,0.0,0.0,0.2372168646445818,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,True,False,15
3431,34.3505,-95.36317002,28.82116965,28.78471575,29.47316103,2.483808603,2.487418453,2.388469185,74.39846252,75.12550607,74.94524496,0.0,0.0,0.0,0.2563004537861806,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,True,16
3433,45.97833333,-113.6666667,23.54929577,26.25,27.85714286,3.1,3.513888889,3.3428571430000003,42.36619718,34.22222222,33.0,0.0,0.0,0.0,0.42826947696297,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,True,False,15
3434,29.90065992,-98.72103105,29.77166744,29.568738399999997,30.05298805,3.318207153,3.433951763,3.749003984,57.86065954,59.74304267,54.07171315,18.5,13.2,0.0,0.2911424264019382,0,-0.8660254037844384,-0.5000000000000004,False,False,False,True,False,False,False,12
3435,32.21457999,-94.70624998,28.54545455,27.54748603,27.84210526,2.142130366,2.25047619,2.0773333330000003,66.02287582,65.05940594,65.79136691,13.5,13.5,12.5,0.2516204719967354,0,-0.8660254037844384,-0.5000000000000004,False,False,False,True,False,False,False,12
3436,31.2358967,-94.9125781,15.88178025,15.36920223,17.83531746,3.487395349,3.496930233,3.3547808760000004,70.29151119,68.4519141,70.37848606,11.8,1.1,1.1,0.2542695561803816,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
3437,32.42763943,-89.77136745,16.46874391,15.77764471,18.49247788,3.098442064,2.674850299,2.844690265,73.90311804,70.55741627,69.53365385,57.3,22.3,4.8,0.2058228203574792,1,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
3438,30.8981,-82.1185,27.61041667,28.6,28.60238095,3.322361111,3.230277778,3.04047619,75.23709902,71.23333333,70.04166667,415.5,96.8,40.8,0.1378490100273846,0,-0.4999999999999998,-0.8660254037844388,False,False,False,True,False,False,False,12
3439,31.14315265,-89.61777937,21.29957204,20.03948127,19.7251497,2.084593438,2.090778098,2.088622754,65.57061341,64.74063401,63.1497006,0.0,0.0,0.0,0.2053609795127127,1,-0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
3440,18.400852,-67.050865,26.13732394,26.43234323,26.7080292,3.929055258,3.762162162,3.744776119,82.12568306,82.18493151,81.44776119,0.0,0.0,0.0,0.0200578913952933,0,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
3441,31.996,-84.9027,17.65990676,17.12014742,16.18564356,3.072494172,3.2307125310000004,3.425247525,61.20212766,58.25,63.05445545,35.9,15.5,8.6,0.1619334445707112,1,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
3443,33.7969,-85.8386,9.401713062,5.987914692,7.471764706,2.81409396,2.759004739,2.22,72.27114428,67.23134328,56.08823529,184.1,40.4,0.0,0.1691105557859951,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3444,35.06791,-81.53582,9.843502562,8.584186047000001,8.668650794,1.740475082,1.588186047,1.932539683,59.58973105,58.09638554,55.45530146,0.0,0.0,0.0,0.1297768767105742,0,-2.4492935982947064e-16,1.0,False,False,False,False,False,True,False,15
3445,47.98726316,-93.19571973,-1.0439611290000002,1.494902688,2.359840954,2.507324988,2.737953488,2.263872255,58.80055659,57.52886406,55.4,0.0,0.0,0.0,0.2305246838851025,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
3446,43.0522,-102.7311,23.33623011,24.74199029,26.70734463,4.816891065,4.520873786,3.546327684,50.09825871,52.16504854,43.76271186,42.5,20.7,0.0,0.3218929368818315,0,-0.4999999999999998,-0.8660254037844388,False,False,True,False,False,False,False,9
3447,33.87722,-94.44322,4.68534279,6.4737306839999995,6.417821782000001,1.844033413,2.202869757,2.113366337,70.24697337,72.60997732,67.87244898,30.6,28.7,0.0,0.2480158370018863,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3448,35.555,-89.1867,19.55141844,16.77674419,12.95833333,2.267850799,2.00046729,1.969014085,54.05328597,55.67757009,59.22535211,5.3,0.3,0.3,0.1984105316784341,0,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,True,False,15
3449,33.00208,-94.50625,10.31593567,10.97298851,13.79320988,3.811127379,4.015850144,4.319254658,64.92096774,64.00325733,67.19014085,0.0,0.0,0.0,0.2491972184860236,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3450,42.7666,-106.4683,21.78246753,21.99816273,21.36574586,3.77513089,3.646965699,3.5144444439999996,44.7591623,41.8469657,48.02777778,2.9,1.6,1.3,0.3581694964532362,0,-0.8660254037844384,-0.5000000000000004,False,True,False,False,False,False,False,4
3451,31.15999998,-96.1,-0.8912621359999999,-2.145152355,-0.85739645,4.474687065,4.073130194,4.086390533,70.7946027,68.21037464,72.45806452,0.0,0.0,0.0,0.2654451703454963,0,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
3452,35.46165,-94.05613,4.321750322,8.766304348,6.6111111110000005,4.1256113260000005,4.863586957,4.70308642,61.46112601,53.62087912,52.60493827,56.7,13.0,5.1,0.2434017763081446,1,1.0,6.123233995736766e-17,False,False,False,False,False,True,False,15
3453,34.81333333,-89.10333333,7.859861111,9.491388889,5.645238095,4.131666667,4.773611111,5.158928571000001,66.55352113,63.74930362,56.93452381,0.0,0.0,0.0,0.1981062915543623,0,1.0,6.123233995736766e-17,False,False,False,False,False,False,True,16
